,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF620,-1.04938022331544,3.89466034302724,-3.86464477163524,0.000615335435866234,0.00133083853690273,-0.837691517755805
TLR5,-1.35014743613173,4.25704220935532,-3.86450711455085,0.00061555987559772,0.00133117419666661,-0.838044205120374
IPPK,-0.906212948255023,5.1505881140154,-3.86310920093589,0.000617843622256365,0.00133596261813954,-0.841625555667163
ZNF471,-1.5105406152009,4.2731885810642,-3.86134339819011,0.000620740261090588,0.0013420750696656,-0.846148877131133
YARS1,-0.703612925068137,9.18330251767512,-3.86105750724832,0.000621210489970412,0.0013429407027641,-0.846881165935123
MFAP1,-1.04485490245096,7.44284272558009,-3.86097474597281,0.00062134667957851,0.00134308409207295,-0.847093149988568
TCEAL9,-0.967216637180909,6.232532182883,-3.86078401249359,0.000621660656671396,0.00134361170595926,-0.847581688167248
VPS33A,-0.981260608239718,6.49366465869302,-3.86008058967885,0.000622819945837079,0.00134596599131271,-0.849383350964517
DYNC2H1,-1.39135256179351,4.0183749774401,-3.85975903388984,0.00062335059759336,0.00134696136211446,-0.850206913808479
NSMCE4A,-0.810319627836786,7.63589494278881,-3.85954621825852,0.000623702043198526,0.00134756931675564,-0.850751962438054
SLC25A3,-0.848583189210377,11.7829494296092,-3.85930978173528,0.000624092724371368,0.00134826189752102,-0.851357497075213
ZC3HC1,-0.953288884352151,7.10766248630356,-3.85754066944298,0.000627023580606899,0.00135444138619861,-0.855888008186205
OCRL,-1.27120240967306,6.92980667826247,-3.85676666566533,0.000628310098149836,0.00135706792910129,-0.857869961710986
DDX20,-0.966619071946316,6.35998982841466,-3.85654741052183,0.000628675005256241,0.00135770354707383,-0.858431376676409
ZFY,-3.27019707409488,5.26024076558205,-3.85605071741541,0.000629502421989236,0.00135933775836719,-0.85970315275122
EFCAB6,-1.22691421214435,3.31260438947737,-3.85574320151579,0.000630015232691212,0.001360292323505,-0.86049051932195
CCNB1IP1,-0.955090004790142,8.87160390300954,-3.85568852453023,0.000630106454405846,0.00136033650600251,-0.860630512879044
RAB21,-0.937544674135916,8.67977095711868,-3.85562993978402,0.000630204210100854,0.00136039478320109,-0.860780511128095
ENPP7,-1.18375763341973,7.20206271508461,-3.85537180159808,0.000630635121829281,0.00136117213620388,-0.861441430862531
CCDC120,-1.55171274447705,5.43356733964002,-3.85476614261341,0.000631647286507002,0.00136320375876708,-0.862992069222444
PRCD,-1.31620127739736,1.4467358466558,-3.85467355092597,0.000631802164088066,0.00136338495954575,-0.863229120855235
TXLNG,-0.729517305386624,7.06210663157248,-3.85432266078142,0.000632389433953609,0.00136449908729048,-0.864127448727368
TAMM41,-1.32563896168573,5.04928234716429,-3.85374128733547,0.00063336363195052,0.00136644774147107,-0.865615793869309
TECTA,-1.24136208098895,3.5421599303924,-3.85366037348799,0.000633499334541461,0.00136658715289044,-0.865822932205385
SMARCD3,-1.01045540179918,4.36855154340172,-3.85288274418296,0.000634804969782564,0.00136925003299336,-0.867813588129216
AARSD1,1.34402825801299,1.00389617964153,3.85172711414501,0.000636750140427914,0.0013732916142839,-0.870771673784971
RGN,-0.934392409310265,11.8495903567958,-3.85138608608738,0.000637325278726558,0.00137437784447763,-0.871644559740802
CDC42BPG,-1.22893159293759,4.1214483748521,-3.8512980852092,0.000637473773421562,0.00137454388672381,-0.871869800698473
NDC1,-1.08246235644687,7.53310926397297,-3.85090724215614,0.000638133700855073,0.00137581253773004,-0.872870157436002
PDE7A,-0.873450342492263,4.78304868169639,-3.85084832769041,0.000638233234326655,0.00137587283358712,-0.873020945535999
EXOSC2,-0.951319936445343,6.92414581243688,-3.85074260789473,0.00063841188156026,0.00137610364648458,-0.87329152743401
CHPF,-1.27086740175643,9.7767044875837,-3.85042718336498,0.000638945183012487,0.00137709878289406,-0.874098820041914
IFT46,-0.959027408687456,7.07416462952462,-3.85035889692649,0.0006390606952424,0.00137719334895585,-0.874273588749688
EIF5B,-1.12521397507191,10.4515876033899,-3.84910490494844,0.000641185570820676,0.00138161764167535,-0.877482829158743
ENO2,-0.836106758304108,4.07799269202533,-3.84830154097067,0.000642550500134686,0.00138440360473936,-0.879538653618174
LGSN,-1.41840905047007,5.6088359253044,-3.84814685856821,0.00064281363500196,0.00138481534434252,-0.879934474609301
SUCO,-0.924922831013249,6.76108617038892,-3.84778032289307,0.00064343758156524,0.0013860042023072,-0.880872394153134
MOCOS,-1.0673655648242,9.47009546711205,-3.84773264439689,0.000643518787362345,0.00138602382781101,-0.880994395623331
EFNA5,-1.58112338525164,3.14594572429661,-3.84750501063389,0.000643906630639701,0.00138670381696519,-0.8815768670954
ZYG11A,-1.73236112735001,3.47490207486927,-3.84705382267927,0.000644676043637001,0.00138820530229854,-0.882731341471009
CAB39L,-1.24888583953587,6.20659866469891,-3.84649736433395,0.000645626215863105,0.00139009564340555,-0.884155121369065
MTERF1,-0.671449461463609,6.37664328204392,-3.84594433973793,0.000646571884743394,0.0013919758660909,-0.885570055919686
SURF2,-0.833338873378279,6.38971346012188,-3.84568584398429,0.000647014376468199,0.00139277252128554,-0.886231406792473
PSEN2,-0.72335388079741,7.35556069411078,-3.844994555613,0.00064819917912954,0.00139516672847799,-0.887999976138641
ERGIC1,-0.758573890077813,12.1794269400002,-3.84465857493463,0.000648775785760722,0.00139625148116533,-0.888859504441716
ANGPTL8,-1.55944299298857,7.94839181556333,-3.84451580271588,0.000649020962166793,0.00139662278908178,-0.889224747255091
ARSA,-1.03653646287036,9.21295562020448,-3.8435222456462,0.000650729670312025,0.00140014302313919,-0.891766375378336
CRELD1,-0.979349583321158,7.75025300589282,-3.84294690074666,0.000651721156881167,0.00140198836395928,-0.893238082900719
SQOR,-0.623045752073258,8.70809190321907,-3.8429399405398,0.000651733160400732,0.00140198836395928,-0.893255886415663
C8orf37,-1.22048555512643,4.28670479100451,-3.84233604249757,0.000652775463724706,0.00140407342695317,-0.894800561407704
TMEM254,-0.870515946887787,9.45039583608779,-3.84221009647914,0.000652993047194428,0.00140438430834689,-0.895122702295057
MRPL18,-0.8189867000868,8.60481288207125,-3.84184475046023,0.00065362461866272,0.00140558537961866,-0.896057155695446
SUSD5,-1.80577975587721,2.77344591585557,-3.8417343753502,0.00065381554117409,0.00140583869579151,-0.896339459373505
IRF1,-0.742763427525569,8.86413432989798,-3.84152313051926,0.000654181096559173,0.00140646741012638,-0.896879748400588
ZNF593,-1.18740289486205,7.24867555497354,-3.84123838571041,0.000654674159315789,0.00140737008977368,-0.89760801040107
LRP12,-1.3904404302295,3.51513781311686,-3.84036377401507,0.000656190911192752,0.00141047297268344,-0.89984481417437
CYP1A1,-2.20691222191971,9.09574027041011,-3.84028570725866,0.000656326461874468,0.0014106066215245,-0.900044461241104
ADSL,-0.75022507845505,5.86297642037535,-3.83965499353192,0.000657422604235104,0.00141280455694387,-0.901657397905827
NUP58,-0.960421686864197,7.06416593222542,-3.83935244661178,0.000657949048999669,0.00141363503603676,-0.902431079504345
DEGS2,-1.58498655044021,2.41896609814123,-3.83934838765844,0.00065795611456213,0.00141363503603676,-0.902441459053654
C1orf216,-0.833362832549194,5.84080911055596,-3.83856493058078,0.000659321298966816,0.00141640987514103,-0.904444853921172
SCG5,-1.35869377829657,5.49659263708355,-3.83789776229525,0.000660486036639012,0.00141875352562961,-0.906150789470221
VSIG10,-0.691372273823274,7.79382047702703,-3.83773682962325,0.000660767293461003,0.00141919910812063,-0.906562277938731
MRFAP1L1,-0.779166658858371,8.97048526757079,-3.83768645470299,0.000660855356194373,0.00141922969424004,-0.906691080441471
COPS5,-0.698242043730943,8.61756352489875,-3.83707091073854,0.00066193234642391,0.00142138382218247,-0.908264910807381
TUBA8,-1.09280057274195,0.527558897185768,-3.83667332023555,0.000662628907089342,0.00142272065432126,-0.909281435589746
GMDS,-0.810054556519837,7.62562795633139,-3.83630836929623,0.000663268916912271,0.00142393578198084,-0.910214483077478
GPR39,-0.8872808259633,6.18650124873596,-3.8354663470288,0.000664747872532807,0.00142695152405574,-0.912367129562948
SMC2,-0.981442206166659,6.87870697305057,-3.83539181655275,0.000664878935874569,0.00142707352262907,-0.912557661482936
EXD2,-0.861969770218784,7.21135618896213,-3.83469452210174,0.000666106369441382,0.00142954844301301,-0.91434019282796
SUCLG2,-1.18300766364143,11.0850037158729,-3.83462048563779,0.000666236824671483,0.00142966881954562,-0.914529450614496
SLC12A1,1.88453538563624,2.15274918910633,3.83406836664983,0.000667210470324606,0.00143159835848109,-0.915940786266026
SC5D,-1.17844914717513,11.6178792416121,-3.83343251929115,0.000668333495937949,0.00143384794770752,-0.917566075460607
P2RX5,-1.26119095015534,1.35863351008948,-3.83327657902908,0.00066860919835192,0.00143427938387811,-0.917964662155823
SRPK2,-0.958204995931899,7.73131793094902,-3.83264423256017,0.000669728329621946,0.00143651981892022,-0.91958090438361
METTL17,-1.02365873233441,7.05774148352496,-3.83228337604782,0.000670367798359779,0.00143773102671427,-0.920503198159505
HYI,-0.774878060396691,8.85911996470032,-3.83198544841956,0.000670896202517609,0.00143870379179041,-0.921264636042292
UQCC3,-1.36317546667955,7.0030454844185,-3.83098055714617,0.00067268148796783,0.00144237135915475,-0.923832789373347
SNRNP25,-0.842354750660141,8.16329343670407,-3.83075521130841,0.000673082474864238,0.00144307021069086,-0.924408667780074
PRX,-1.09040900097427,5.79269857457662,-3.83058193335385,0.000673390969927575,0.00144357062855237,-0.924851478250326
RBM6,-0.782528479838738,7.40792995278497,-3.82965115060327,0.000675050459256075,0.00144691089118363,-0.927229984902762
CCSER1,-1.51401850425263,1.45803152451885,-3.82962359672654,0.000675099645977484,0.00144691089118363,-0.927300393009967
KIF24,-1.29232538999463,3.13286367979585,-3.82920861733695,0.000675840854935324,0.0014483380265446,-0.928360766969824
TOMM34,-0.817954278704867,7.41786657904821,-3.82905207471273,0.000676120668154575,0.00144877617535351,-0.928760762866722
SELENOT,-0.801046123333524,9.2455621693615,-3.82888912963894,0.000676412046031747,0.00144923900423051,-0.929177113082302
TP53RK,-1.06462375882308,6.62466336247909,-3.82875746868347,0.000676647571601836,0.00144958207756243,-0.929513523634966
CNPY4,-0.897615260846746,5.41939443502894,-3.82855865624941,0.000677003375336787,0.00145018271764342,-0.930021508292933
ADRA1A,-1.21133415274252,8.41400417338682,-3.82810850623003,0.000677809661667402,0.00145174807771344,-0.93117165546642
FGL1,-0.973553563964757,13.2381365496026,-3.82724060824309,0.000679366853612987,0.00145492121652107,-0.933389048370165
TMEM236,-1.19793389466569,0.950643748047604,-3.82707505966228,0.000679664280422628,0.00145539605603977,-0.933811991564724
THYN1,-0.833995332178072,7.77856821208056,-3.82588572596944,0.000681804806689288,0.0014598170629916,-0.936850339326659
REST,-1.24666184902337,7.71801151207319,-3.82540964873795,0.000682663485468959,0.00146149281827848,-0.938066478002571
UTP3,-0.726054573869293,7.72375279777058,-3.82459825847663,0.000684129395048893,0.00146446805698864,-0.940139069729944
CDC14A,-1.16211373834439,3.84580805959037,-3.82385047099011,0.000685483125961559,0.00146720252689946,-0.942049080610052
ZBED9,-1.38005065784583,4.05813535011071,-3.82375017132411,0.000685664899414388,0.00146733821463254,-0.942305259186944
NOL6,-0.785491445762325,7.77446838661157,-3.82373126494453,0.000685699168804096,0.00146733821463254,-0.942353548350251
MIA2,-1.04771999743833,6.26966900444387,-3.82362002265594,0.000685900838709714,0.00146750542308636,-0.942637673071983
TRAK1,-0.737580656953122,7.79601074068835,-3.82360395463459,0.000685929973048322,0.00146750542308636,-0.942678712316457
TMEM108,-1.17041316924534,0.9373578806033,-3.82331662310495,0.000686451163743742,0.00146845706275436,-0.943412575522311
PSMD1,-0.553282354674021,9.84492109959016,-3.82326583791355,0.000686543323340807,0.00146849080899277,-0.943542282460243
MESD,-0.667131325245192,9.18231200177954,-3.82310780797008,0.000686830176918744,0.0014689409446282,-0.943945892506416
SNRPD1,-0.932362907302616,7.32453896713006,-3.82268938489313,0.000687590259270443,0.00147032230185909,-0.945014525216233
INSIG2,-0.714772048544932,8.64597259012561,-3.82266806204518,0.000687629015137326,0.00147032230185909,-0.945068981826752
MYH7B,-1.21209574451495,3.82976885327738,-3.82135214893389,0.000690024930618755,0.00147528128237829,-0.94842952885913
COL12A1,-1.61549387022146,5.88709150572608,-3.82107726215117,0.000690526455266995,0.00147618938090826,-0.949131484522049
THEM6,-1.04547118568295,9.48007270215384,-3.82040914249089,0.000691746913284297,0.00147863402355911,-0.950837543705068
PLOD3,-0.848101898379873,9.38678087277216,-3.82032830393422,0.000691894724747599,0.00147878555678406,-0.951043960815166
CBLC,-1.0387738970238,7.15840440925912,-3.81980759511227,0.000692847570672334,0.00148065746400351,-0.952373532858196
ANXA4,-0.867671273070217,10.5958831401253,-3.81954933003401,0.000693320647069705,0.00148150377235913,-0.953032963931561
L3MBTL2,-0.840487197883895,8.18481613719546,-3.81944240648831,0.000693516596594021,0.00148175778723272,-0.953305969103877
TMOD1,-0.967696169096116,7.76026550283811,-3.81924346579208,0.000693881322341569,0.00148226499673757,-0.953813913255408
OGFR,-1.04953167283693,9.36266400490509,-3.81922881429457,0.000693908190930463,0.00148226499673757,-0.953851321792062
PROM1,-1.44199688167744,4.93322939506013,-3.81890742776255,0.000694497820709747,0.0014833596937168,-0.954671882412941
LGALSL,-1.22134476898474,6.35204473601738,-3.81863956809649,0.000694989622668966,0.00148424522281836,-0.955355763057477
C18orf54,-1.55916601567037,1.95511240932145,-3.81840797847275,0.000695415106192377,0.0014849889388591,-0.955947030002918
LTO1,-1.09854546341712,5.12997007050373,-3.81755994625607,0.000696975315528419,0.00148815531330896,-0.958112033005544
LUC7L,-0.857176254380073,5.85004614756003,-3.81748439701531,0.000697114477192067,0.00148828715424958,-0.958304901171101
CRAMP1,-1.0402959002727,5.50147840746828,-3.81738744740634,0.000697293098191738,0.00148850319928228,-0.958552400241965
EXOSC9,-0.607086469212983,6.44802104837748,-3.81719949559181,0.000697639510324855,0.00148907733829192,-0.959032210122158
RFWD3,-1.00671059635558,6.80768254450208,-3.81659164876601,0.000698760981188278,0.00149123208182856,-0.960583894090288
MGST2,-0.727057259926857,10.8803557311742,-3.81656826883367,0.000698804152155708,0.00149123208182856,-0.960643575850547
NUP54,-0.756640970798978,7.64662812095905,-3.81643141027584,0.00069905691343256,0.00149160590019323,-0.960992931366142
A1BG,-0.807747072505678,5.59876387389514,-3.81625008316717,0.000699391940678196,0.00149215515032053,-0.961455794895573
USP42,-0.909722577951789,6.46457975110894,-3.8158050840875,0.000700214805479186,0.00149374496619367,-0.962591691153822
KLRG1,-1.15182897147211,3.88443757160045,-3.81557536810375,0.000700639953062718,0.00149448608650069,-0.963178044317966
ZFPM2,-1.08816877704783,4.84293799496128,-3.81537173291294,0.000701017042910148,0.00149512454514617,-0.963697817063409
PSMB2,-0.674096019934073,10.4478733515773,-3.81526639288096,0.000701212188646585,0.00149537485598786,-0.963966691088939
ATP10A,-1.19331271941159,2.98749539171638,-3.81481051651597,0.000702057327504019,0.00149701110484303,-0.965130262143991
VTI1B,-0.774698972932121,10.0988744594013,-3.8142405791885,0.000703115324652554,0.00149910082249588,-0.966584901832494
PAQR7,-0.723130125236991,7.71386279940683,-3.81351722000483,0.000704460373533022,0.001501802027187,-0.968431023213056
PRPF40B,-1.09271385739274,5.3706490718164,-3.81314800921816,0.000705147872804639,0.00150310099286719,-0.969373264152676
RHBDL1,-1.22806979618161,2.7450555616517,-3.81234895560821,0.000706638023450093,0.00150611042137783,-0.971412387691022
METTL25,-0.807306603226482,4.58455623590458,-3.81143582858468,0.000708344684713308,0.00150958059678676,-0.973742460689809
FANCL,-1.09050116967284,6.03295049231796,-3.81110066307566,0.000708972131045377,0.00151075030141292,-0.974597677606442
FAM199X,-0.873661011451574,7.46806192734805,-3.80985869642735,0.000711301902128168,0.0015155468323633,-0.97776651441683
C1orf210,-1.17996950214824,5.34120685444609,-3.80905755098133,0.000712808724722101,0.00151855436655118,-0.979810445619369
ZNF182,-1.00729537556646,5.32997493949336,-3.80902425018359,0.000712871425650163,0.00151855436655118,-0.979895401847591
XCL2,-1.47915202862621,2.4042936290591,-3.80798316089949,0.000714834382816317,0.00152251126962356,-0.98255129202188
TRA2A,-1.12766052526253,7.11649680259738,-3.8079551096201,0.000714887346210243,0.00152251126962356,-0.98262284973339
TIMM23B,-1.21342543788519,3.88027662665173,-3.80737970243036,0.000715974616042262,0.00152465795230533,-0.98409065580687
HPS3,-0.90266864658557,6.6424807557774,-3.80617284055242,0.000718260323094217,0.00152935593216152,-0.987169022208857
